41	356
41	458
42	316
43	525
44	104
44	203
45	63
45	320
46	119
46	524
47	243
47	304
48	295
48	306
49	1100
49	1148
50	426
50	450
50	481
51	75
52	334
53	139
53	622
54	306
55	915
56	80
56	869
57	478
58	199
59	569
59	1125
61	349
61	374
62	131
63	312
63	335
64	647
65	69
65	147
65	192
66	291
67	151
67	613
68	139
68	294
68	1161
69	138
70	167
70	282
71	597
71	676
72	211
72	236
73	357
74	254
74	387
75	228
76	144
77	222
77	285
78	838
79	1101
81	113
81	169
81	466
82	524
83	196
85	562
85	743
86	295
88	294
88	314
89	406
90	1126
91	279
93	147
93	321
94	118
94	125
96	176
96	588
97	168
97	542
98	416
99	103
101	136
102	302
103	1137
104	121
104	185
105	179
107	491
107	584
108	515
109	418
109	672
110	376
110	1150
111	155
111	719
112	526
112	606
113	191
113	351
113	655
114	123
114	370
114	433
115	360
116	186
116	375
117	123
117	290
117	957
118	567
119	533
121	251
122	221
122	438
123	209
123	433
123	795
124	233
126	272
127	312
128	186
129	365
130	396
130	549
131	223
131	292
132	560
134	135
135	384
137	581
138	145
138	154
138	397
139	445
140	203
141	564
142	194
142	320
144	469
144	515
145	165
145	306
147	152
148	197
148	830
149	419
153	578
155	325
156	220
157	158
157	281
159	272
159	528
160	1071
162	474
163	948
164	303
166	184
167	361
167	622
169	839
169	1031
170	575
171	417
172	247
172	575
173	233
174	481
175	204
176	486
177	194
178	364
178	460
180	291
182	251
183	406
183	507
184	586
186	234
187	1050
191	299
192	315
193	855
195	318
195	923
196	465
196	591
197	260
197	509
198	792
200	1066
201	316
202	217
202	765
203	207
204	623
207	770
208	594
209	459
209	1022
210	746
211	626
212	296
214	547
215	661
216	941
217	259
217	586
223	1069
224	385
224	459
225	736
226	796
226	1073
229	725
231	735
232	622
232	641
233	240
234	357
234	386
235	877
236	747
236	816
237	666
239	1161
241	296
242	836
244	329
245	297
249	330
249	780
250	308
252	475
252	990
253	673
253	852
254	405
254	1085
256	342
256	381
257	393
257	475
257	491
258	947
259	828
260	760
261	484
261	505
262	422
262	580
262	773
263	415
264	424
264	488
264	856
265	400
266	596
266	674
267	677
268	770
269	402
269	619
270	602
271	490
272	449
272	528
273	359
274	711
274	964
274	1121
276	284
277	377
277	631
278	645
279	451
280	752
280	810
281	565
281	655
282	303
283	729
284	719
285	531
286	801
286	953
287	825
288	629
288	890
289	447
289	646
289	1112
290	531
290	795
292	293
292	352
292	725
293	550
294	454
295	473
297	420
297	599
298	355
298	875
299	464
299	635
299	825
300	555
300	712
301	685
302	318
305	660
307	509
309	922
310	323
312	335
313	395
313	744
316	923
317	570
318	414
319	331
322	329
322	417
323	479
323	480
324	752
324	1079
325	350
328	381
329	408
330	495
331	416
333	1006
334	688
334	975
336	428
338	667
338	791
340	508
341	812
341	816
341	1031
342	857
343	517
344	421
344	680
344	1055
345	704
345	814
346	439
346	537
347	435
347	642
348	446
350	358
351	353
352	365
353	553
353	563
354	530
354	817
354	1110
355	868
356	458
360	812
360	986
362	715
365	722
366	782
366	1077
367	733
368	818
369	800
369	1019
370	627
371	395
371	553
372	386
373	938
375	456
375	873
377	532
377	1075
381	392
381	483
383	744
384	1161
385	429
385	717
387	405
387	1130
389	587
390	426
390	970
391	1043
393	675
395	1041
399	559
399	634
399	659
401	600
401	692
402	843
403	507
404	535
404	634
405	1046
405	1049
405	1130
406	671
409	861
410	431
412	686
412	871
413	791
414	665
415	674
416	649
416	765
417	574
418	864
419	690
421	931
422	784
425	618
425	1062
426	744
427	901
427	1122
428	501
428	512
430	513
431	590
432	652
433	446
434	444
436	859
437	544
437	631
437	936
440	887
440	902
441	903
442	878
443	540
443	551
443	839
444	996
447	1114
450	1041
454	456
455	467
457	885
458	563
460	620
460	802
461	636
461	897
462	862
463	1050
465	575
467	567
470	616
470	771
470	985
470	1046
471	542
471	560
475	516
475	1040
476	788
476	1093
477	615
479	480
480	745
480	753
483	517
483	999
484	835
485	589
485	1153
487	640
488	596
488	855
489	998
491	609
491	683
492	751
494	689
496	688
496	906
497	670
498	771
498	1052
499	579
499	1111
500	578
502	766
502	916
504	521
505	510
506	582
508	937
511	685
511	976
513	520
514	628
514	1001
516	670
517	999
518	681
519	787
519	1107
522	937
523	896
526	912
526	1106
527	544
527	710
529	709
529	1083
530	624
530	1072
531	802
532	809
532	1076
535	634
538	655
539	988
539	1087
540	734
541	842
541	900
542	873
543	789
543	1067
545	723
550	640
551	1071
552	739
555	945
556	646
558	756
559	1129
561	1103
563	663
566	972
568	1000
568	1092
569	819
569	930
571	963
572	895
573	976
576	600
576	692
577	925
580	924
580	1003
582	696
583	998
584	677
585	836
589	841
589	1108
590	845
590	928
593	838
594	665
595	614
595	784
595	829
595	1061
597	916
597	1055
598	720
600	610
601	606
601	1105
603	924
603	1003
605	854
606	833
607	928
608	785
608	871
609	675
609	837
610	618
610	1106
611	732
614	617
614	829
616	1108
617	773
617	928
618	628
618	849
619	623
620	636
620	802
621	689
622	641
623	830
624	881
624	1102
627	705
628	691
628	1064
629	698
629	1015
629	1145
630	636
631	708
633	949
633	1074
634	751
635	806
635	948
636	897
637	1119
638	804
639	964
641	977
645	790
647	884
648	678
652	710
653	763
654	1103
656	1144
658	673
663	948
664	881
665	854
666	679
668	1104
670	847
673	1111
675	858
675	862
676	847
676	917
677	857
677	1040
679	684
679	826
681	855
682	985
684	699
686	703
686	992
687	694
687	774
687	781
688	1153
689	1134
690	848
693	703
693	774
694	781
696	1135
697	907
698	724
698	1017
699	768
699	893
702	782
702	1045
703	767
704	724
704	809
705	747
706	905
707	798
708	952
709	953
711	1119
712	1086
713	798
716	874
718	728
718	1025
724	1027
726	1012
726	1082
727	891
727	962
730	822
730	1029
732	965
732	1131
733	943
737	887
738	1057
738	1162
740	1120
741	988
741	1018
742	922
742	955
746	935
748	939
749	1008
750	1039
752	820
753	893
753	970
755	974
756	811
756	1123
757	1088
758	807
759	1005
759	1160
762	904
763	1043
765	838
766	906
766	930
767	917
767	1053
768	910
769	831
769	1034
769	1158
774	1053
775	997
775	1001
776	933
777	853
779	823
782	1092
785	1047
786	1091
786	1151
787	920
790	867
793	1152
794	850
794	1099
796	1012
797	1030
797	1094
799	1082
801	1015
803	1018
804	1112
804	1114
805	945
805	1115
807	889
808	969
810	950
811	1013
812	879
814	859
814	1110
815	1141
818	954
821	1017
821	1032
822	1036
823	846
823	1065
823	1136
831	1034
834	1157
837	862
839	957
840	1135
841	1096
841	1108
846	981
848	864
850	1047
850	1065
850	1099
851	1135
853	984
853	992
856	973
859	1060
860	918
861	991
863	1062
863	1099
866	879
866	900
867	986
868	904
876	960
880	894
881	939
881	1102
883	966
884	974
886	995
888	969
890	1078
891	1010
893	996
898	1036
900	956
901	1122
907	1053
908	1097
909	1132
910	995
913	1054
914	1098
918	919
922	1093
922	1147
924	1003
926	1002
927	1045
932	1104
937	1006
940	951
942	1024
942	1035
945	1086
945	1115
946	1023
946	1048
949	967
950	994
950	1007
951	960
953	1076
954	1014
955	1147
958	1060
959	1147
961	1070
961	1095
964	982
965	1151
965	1159
966	1084
967	1035
968	1028
971	1160
978	1070
980	1155
982	1059
982	1121
983	1088
983	1118
983	1159
988	1018
988	1068
988	1146
989	1085
993	1148
994	1079
994	1142
997	1140
1000	1021
1003	1004
1005	1097
1008	1109
1010	1116
1018	1146
1020	1023
1021	1081
1023	1109
1030	1094
1044	1128
1048	1117
1054	1061
1055	1089
1055	1096
1072	1115
1074	1144
1076	1083
1079	1094
1086	1124
1100	1127
1100	1148
1104	1125
1113	1122
1113	1143
1115	1149
1116	1152
